"Time (s) Brass","Position (m) Brass","Force (N) Brass","Speed (mm/min) Brass","Time (s) Black Coupon #1 {bad}","Position (m) Black Coupon #1 {bad}","Force (N) Black Coupon #1 {bad}","Speed (mm/min) Black Coupon #1 {bad}","Time (s) Clear Coupon","Position (m) Clear Coupon","Force (N) Clear Coupon","Speed (mm/min) Clear Coupon","Time (s) Blue Coupon","Position (m) Blue Coupon","Force (N) Blue Coupon","Speed (mm/min) Blue Coupon","Time (s) Orange Coupon","Position (m) Orange Coupon","Force (N) Orange Coupon","Speed (mm/min) Orange Coupon","Time (s) Short I-beam #1","Position (m) Short I-beam #1","Force (N) Short I-beam #1","Speed (mm/min) Short I-beam #1","Time (s) Short I-beam #2","Position (m) Short I-beam #2","Force (N) Short I-beam #2","Speed (mm/min) Short I-beam #2","Time (s) Long I-beam #1","Position (m) Long I-beam #1","Force (N) Long I-beam #1","Speed (mm/min) Long I-beam #1","Time (s) Long I-beam #2","Position (m) Long I-beam #2","Force (N) Long I-beam #2","Speed (mm/min) Long I-beam #2","Time (s) Polyethylene #1","Position (m) Polyethylene #1","Force (N) Polyethylene #1","Speed (mm/min) Polyethylene #1","Time (s) Polyethylene #2","Position (m) Polyethylene #2","Force (N) Polyethylene #2","Speed (mm/min) Polyethylene #2","Time (s) Polyethylene #3","Position (m) Polyethylene #3","Force (N) Polyethylene #3","Speed (mm/min) Polyethylene #3","Time (s) Black coupon #2","Position (m) Black coupon #2","Force (N) Black coupon #2","Speed (mm/min) Black coupon #2"
94.600,-1.74876,3695,2980.63,,,,,94.600,0.01192,56,12.91,,,,,,,,,,,,,,,,,,,,,,,,,94.600,0.09526,125,36.09,94.600,0.12999,82,135.55,,,,,,,,
94.800,-1.93512,3749,-6280.82,,,,,94.800,0.01195,57,14.33,,,,,,,,,,,,,,,,,,,,,,,,,94.800,0.09540,130,45.06,94.800,0.13039,85,137.11,,,,,,,,
95.000,-1.77837,3704,-5170.44,,,,,95.000,0.01200,57,16.23,,,,,,,,,,,,,,,,,,,,,,,,,95.000,0.09557,136,56.25,95.000,0.13086,86,138.30,,,,,,,,
95.200,-1.97157,3759,-1478.22,,,,,95.200,0.01207,57,17.60,,,,,,,,,,,,,,,,,,,,,,,,,95.200,0.09578,143,65.57,95.200,0.13134,83,142.87,,,,,,,,
95.400,-1.81573,3715,-6791.42,,,,,95.400,0.01212,57,16.71,,,,,,,,,,,,,,,,,,,,,,,,,95.400,0.09601,145,71.77,95.400,0.13181,84,142.77,,,,,,,,
95.600,-1.92733,3747,-5179.73,,,,,95.600,0.01218,58,16.22,,,,,,,,,,,,,,,,,,,,,,,,,95.600,0.09627,147,73.73,95.600,0.13230,80,142.29,,,,,,,,
95.800,-1.95844,3755,-6177.71,,,,,95.800,0.01223,58,16.15,,,,,,,,,,,,,,,,,,,,,,,,,95.800,0.09651,147,73.18,95.800,0.13275,81,142.23,,,,,,,,
96.000,-1.93245,3748,1645.72,,,,,96.000,0.01229,57,16.33,,,,,,,,,,,,,,,,,,,,,,,,,96.000,0.09675,145,71.03,96.000,0.13324,79,143.32,,,,,,,,
96.200,-1.93416,3749,-2525.33,,,,,96.200,0.01233,57,15.78,,,,,,,,,,,,,,,,,,,,,,,,,96.200,0.09699,143,68.25,96.200,0.13371,79,144.87,,,,,,,,
96.400,-1.91869,3744,-6857.72,,,,,96.400,0.01240,57,15.14,,,,,,,,,,,,,,,,,,,,,,,,,96.400,0.09721,143,64.06,96.400,0.13420,77,149.32,,,,,,,,
96.600,-2.02271,3773,-5111.85,,,,,96.600,0.01244,58,15.23,,,,,,,,,,,,,,,,,,,,,,,,,96.600,0.09742,142,61.73,96.600,0.13468,77,155.80,,,,,,,,
96.800,-1.98106,3762,-1430.51,,,,,96.800,0.01249,58,15.27,,,,,,,,,,,,,,,,,,,,,,,,,96.800,0.09760,140,63.32,96.800,0.13526,71,164.54,,,,,,,,
97.000,-1.97402,3760,-561.66,,,,,97.000,0.01254,57,14.99,,,,,,,,,,,,,,,,,,,,,,,,,97.000,0.09783,138,67.70,97.000,0.13578,67,200.77,,,,,,,,
97.200,-1.99598,3766,-1282.28,,,,,97.200,0.01259,56,13.39,,,,,,,,,,,,,,,,,,,,,,,,,97.200,0.09806,143,71.75,97.200,0.13640,58,307.53,,,,,,,,
97.400,-2.01902,3772,2460.57,,,,,97.400,0.01263,56,12.73,,,,,,,,,,,,,,,,,,,,,,,,,97.400,0.09831,143,74.62,97.400,0.13755,20,374.72,,,,,,,,
97.600,-1.96171,3756,1536.05,,,,,97.600,0.01267,56,13.08,,,,,,,,,,,,,,,,,,,,,,,,,97.600,0.09856,143,77.11,97.600,0.13963,-39,332.59,,,,,,,,
97.800,-1.95908,3756,98097.08,,,,,97.800,0.01272,56,13.35,,,,,,,,,,,,,,,,,,,,,,,,,97.800,0.09883,144,78.11,97.800,0.14004,-39,223.33,,,,,,,,
98.000,-2.02520,3774,196687.16,,,,,98.000,0.01277,56,13.95,,,,,,,,,,,,,,,,,,,,,,,,,98.000,0.09909,143,77.62,98.000,0.14056,-40,149.09,,,,,,,,
98.200,0.00641,-2,199868.33,,,,,98.200,0.01280,57,14.42,,,,,,,,,,,,,,,,,,,,,,,,,98.200,0.09934,142,76.50,98.200,0.14109,-39,148.98,,,,,,,,
98.400,0.00654,-7,101593.11,,,,,98.400,0.01287,56,14.07,,,,,,,,,,,,,,,,,,,,,,,,,98.400,0.09959,143,76.64,98.400,0.14157,-39,137.26,,,,,,,,
98.600,0.00654,-7,3.53,,,,,98.600,0.01291,57,12.94,,,,,,,,,,,,,,,,,,,,,,,,,98.600,0.09985,142,78.30,98.600,0.14202,-39,124.26,,,,,,,,
98.800,0.00653,-6,-5.23,,,,,98.800,0.01294,58,13.04,,,,,,,,,,,,,,,,,,,,,,,,,98.800,0.10011,142,80.12,98.800,0.14238,-39,110.11,,,,,,,,
99.000,0.00649,-5,-5.69,,,,,99.000,0.01299,58,15.50,,,,,,,,,,,,,,,,,,,,,,,,,99.000,0.10039,142,81.22,99.000,0.14276,-40,94.93,,,,,,,,
99.200,0.00649,-5,-4.10,,,,,99.200,0.01305,58,16.23,,,,,,,,,,,,,,,,,,,,,,,,,99.200,0.10066,142,80.93,99.200,0.14303,-39,81.85,,,,,,,,
99.400,0.00647,-4,-1.89,,,,,99.400,0.01311,57,15.27,,,,,,,,,,,,,,,,,,,,,,,,,99.400,0.10093,140,80.19,99.400,0.14327,-39,73.70,,,,,,,,
99.600,0.00647,-4,-0.94,,,,,99.600,0.01314,58,16.16,,,,,,,,,,,,,,,,,,,,,,,,,99.600,0.10119,141,79.94,99.600,0.14351,-39,71.33,,,,,,,,
99.800,0.00647,-4,4.50E-4,,,,,99.800,0.01320,59,19.55,,,,,,,,,,,,,,,,,,,,,,,,,99.800,0.10146,141,79.69,99.800,0.14375,-39,66.78,,,,,,,,
100.000,0.00646,-4,-0.63,,,,,100.000,0.01329,60,21.67,,,,,,,,,,,,,,,,,,,,,,,,,100.000,0.10173,140,77.99,100.000,0.14397,-39,66.10,,,,,,,,
100.200,0.00647,-4,-1.57,,,,,100.200,0.01336,60,21.76,,,,,,,,,,,,,,,,,,,,,,,,,100.200,0.10199,140,74.40,100.200,0.14415,-38,70.19,,,,,,,,
100.400,0.00646,-3,-0.94,,,,,100.400,0.01342,60,19.85,,,,,,,,,,,,,,,,,,,,,,,,,100.400,0.10222,139,72.01,100.400,0.14444,-39,73.66,,,,,,,,
100.600,0.00645,-3,-0.31,,,,,100.600,0.01350,56,17.16,,,,,,,,,,,,,,,,,,,,,,,,,100.600,0.10245,138,71.61,100.600,0.14469,-39,72.69,,,,,,,,
100.800,0.00647,-4,-0.31,,,,,100.800,0.01354,56,14.23,,,,,,,,,,,,,,,,,,,,,,,,,100.800,0.10270,138,71.73,100.800,0.14490,-39,62.65,,,,,,,,
101.000,0.00646,-3,-0.31,,,,,101.000,0.01358,56,11.67,,,,,,,,,,,,,,,,,,,,,,,,,101.000,0.10294,138,71.77,101.000,0.14514,-40,48.72,,,,,,,,
101.200,0.00644,-3,0.31,,,,,101.200,0.01362,56,12.21,,,,,,,,,,,,,,,,,,,,,,,,,101.200,0.10317,137,72.66,101.200,0.14524,-38,31.21,,,,,,,,
101.400,0.00647,-4,0.94,,,,,101.400,0.01365,57,12.75,,,,,,,,,,,,,,,,,,,,,,,,,101.400,0.10342,140,76.50,101.400,0.14532,-38,17.54,,,,,,,,
101.600,0.00646,-4,-0.63,,,,,101.600,0.01371,56,13.99,,,,,,,,,,,,,,,,,,,,,,,,,101.600,0.10368,142,81.07,101.600,0.14534,-38,9.65,,,,,,,,
101.800,0.00646,-3,-0.94,,,,,101.800,0.01375,58,15.25,,,,,,,,,,,,,,,,,,,,,,,,,101.800,0.10397,141,82.74,101.800,0.14539,-39,3.84,,,,,,,,
102.000,0.00644,-3,1.25,,,,,102.000,0.01381,57,15.25,,,,,,,,,,,,,,,,,,,,,,,,,102.000,0.10425,141,81.26,102.000,0.14537,-38,0.86,,,,,,,,
102.200,0.00647,-4,0.94,,,,,102.200,0.01386,57,15.22,,,,,,,,,,,,,,,,,,,,,,,,,102.200,0.10451,141,78.52,102.200,0.14537,-38,-0.77,,,,,,,,
102.400,0.00647,-4,-0.63,,,,,102.400,0.01390,57,15.55,,,,,,,,,,,,,,,,,,,,,,,,,102.400,0.10476,140,77.68,102.400,0.14537,-38,0.77,,,,,,,,
102.600,0.00644,-3,-1.88,,,,,102.600,0.01396,58,16.00,,,,,,,,,,,,,,,,,,,,,,,,,102.600,0.10502,140,78.89,102.600,0.14537,-38,0.77,,,,,,,,
102.800,0.00646,-3,-0.94,,,,,102.800,0.01402,57,15.51,,,,,,,,,,,,,,,,,,,,,,,,,102.800,0.10528,141,80.03,102.800,0.14539,-39,0.38,,,,,,,,
103.000,0.00645,-3,-4.49E-4,,,,,103.000,0.01406,57,14.65,,,,,,,,,,,,,,,,,,,,,,,,,103.000,0.10556,141,79.64,103.000,0.14537,-38,-0.77,,,,,,,,
103.200,0.00645,-3,0.00,,,,,103.200,0.01411,59,15.55,,,,,,,,,,,,,,,,,,,,,,,,,103.200,0.10582,141,77.91,103.200,0.14537,-38,-2.67,,,,,,,,
103.400,0.00645,-3,0.63,,,,,103.400,0.01416,59,17.25,,,,,,,,,,,,,,,,,,,,,,,,,103.400,0.10608,140,76.23,103.400,0.14537,-38,-1.53,,,,,,,,
103.600,0.00646,-3,0.94,,,,,103.600,0.01423,58,18.56,,,,,,,,,,,,,,,,,,,,,,,,,103.600,0.10633,139,76.95,103.600,0.14534,-37,0.00,,,,,,,,
103.800,0.00646,-3,,,,,,103.800,0.01428,59,19.11,,,,,,,,,,,,,,,,,,,,,,,,,103.800,0.10658,141,76.93,103.800,0.14537,-38,2.68,,,,,,,,
,,,,,,,,104.000,0.01436,58,19.78,,,,,,,,,,,,,,,,,,,,,,,,,104.000,0.10686,141,73.94,104.000,0.14537,-38,2.68,,,,,,,,
,,,,,,,,104.200,0.01442,58,20.28,,,,,,,,,,,,,,,,,,,,,,,,,104.200,0.10708,138,70.61,104.200,0.14540,-39,0.76,,,,,,,,
,,,,,,,,104.400,0.01449,57,19.64,,,,,,,,,,,,,,,,,,,,,,,,,104.400,0.10730,139,70.33,104.400,0.14537,-38,-1.15,,,,,,,,
,,,,,,,,104.600,0.01456,58,18.94,,,,,,,,,,,,,,,,,,,,,,,,,104.600,0.10755,141,72.20,104.600,0.14538,-39,-2.68,,,,,,,,
,,,,,,,,104.800,0.01461,57,17.33,,,,,,,,,,,,,,,,,,,,,,,,,104.800,0.10780,140,72.29,104.800,0.14536,-38,-1.53,,,,,,,,
,,,,,,,,105.000,0.01468,56,17.14,,,,,,,,,,,,,,,,,,,,,,,,,105.000,0.10803,140,70.52,105.000,0.14536,-38,1.15,,,,,,,,
,,,,,,,,105.200,0.01472,57,17.90,,,,,,,,,,,,,,,,,,,,,,,,,105.200,0.10826,139,69.85,105.200,0.14537,-38,1.91,,,,,,,,
,,,,,,,,105.400,0.01479,57,18.99,,,,,,,,,,,,,,,,,,,,,,,,,105.400,0.10849,141,71.82,105.400,0.14540,-39,0.76,,,,,,,,
,,,,,,,,105.600,0.01486,56,18.74,,,,,,,,,,,,,,,,,,,,,,,,,105.600,0.10873,140,74.75,105.600,0.14536,-38,-0.38,,,,,,,,
,,,,,,,,105.800,0.01492,57,17.94,,,,,,,,,,,,,,,,,,,,,,,,,105.800,0.10900,141,76.90,105.800,0.14538,-39,0.00,,,,,,,,
,,,,,,,,106.000,0.01497,58,18.36,,,,,,,,,,,,,,,,,,,,,,,,,106.000,0.10926,143,77.45,106.000,0.14537,-38,0.38,,,,,,,,
,,,,,,,,106.200,0.01504,58,19.19,,,,,,,,,,,,,,,,,,,,,,,,,106.200,0.10951,143,76.46,106.200,0.14538,-39,-0.38,,,,,,,,
,,,,,,,,106.400,0.01510,57,19.28,,,,,,,,,,,,,,,,,,,,,,,,,106.400,0.10977,142,73.97,106.400,0.14537,-38,0.38,,,,,,,,
,,,,,,,,106.600,0.01517,56,18.35,,,,,,,,,,,,,,,,,,,,,,,,,106.600,0.11001,140,68.81,106.600,0.14538,-39,0.00,,,,,,,,
,,,,,,,,106.800,0.01522,56,17.61,,,,,,,,,,,,,,,,,,,,,,,,,106.800,0.11023,140,64.79,106.800,0.14538,-39,-1.15,,,,,,,,
,,,,,,,,107.000,0.01529,56,16.91,,,,,,,,,,,,,,,,,,,,,,,,,107.000,0.11042,138,65.43,107.000,0.14537,-38,-1.15,,,,,,,,
,,,,,,,,107.200,0.01534,56,16.97,,,,,,,,,,,,,,,,,,,,,,,,,107.200,0.11065,141,69.84,107.200,0.14536,-38,1.15,,,,,,,,
,,,,,,,,107.400,0.01539,56,17.93,,,,,,,,,,,,,,,,,,,,,,,,,107.400,0.11090,142,74.62,107.400,0.14538,-39,2.29,,,,,,,,
,,,,,,,,107.600,0.01546,57,18.61,,,,,,,,,,,,,,,,,,,,,,,,,107.600,0.11115,143,76.66,107.600,0.14539,-39,1.53,,,,,,,,
,,,,,,,,107.800,0.01553,57,17.90,,,,,,,,,,,,,,,,,,,,,,,,,107.800,0.11142,143,77.67,107.800,0.14538,-39,0.00,,,,,,,,
,,,,,,,,108.000,0.01558,56,17.22,,,,,,,,,,,,,,,,,,,,,,,,,108.000,0.11167,144,77.19,108.000,0.14539,-39,-2.67,,,,,,,,
,,,,,,,,108.200,0.01563,56,18.29,,,,,,,,,,,,,,,,,,,,,,,,,108.200,0.11194,143,75.82,108.200,0.14538,-39,-2.67,,,,,,,,
,,,,,,,,108.400,0.01570,57,20.09,,,,,,,,,,,,,,,,,,,,,,,,,108.400,0.11218,143,74.00,108.400,0.14534,-37,-0.77,,,,,,,,
,,,,,,,,108.600,0.01577,57,20.60,,,,,,,,,,,,,,,,,,,,,,,,,108.600,0.11243,143,71.23,108.600,0.14538,-39,1.91,,,,,,,,
,,,,,,,,108.800,0.01584,58,18.78,,,,,,,,,,,,,,,,,,,,,,,,,108.800,0.11266,142,69.67,108.800,0.14537,-38,1.91,,,,,,,,
,,,,,,,,109.000,0.01590,56,15.85,,,,,,,,,,,,,,,,,,,,,,,,,109.000,0.11288,141,69.11,109.000,0.14538,-39,0.00,,,,,,,,
,,,,,,,,109.200,0.01594,56,13.33,,,,,,,,,,,,,,,,,,,,,,,,,109.200,0.11312,141,71.22,109.200,0.14537,-38,0.38,,,,,,,,
,,,,,,,,109.400,0.01598,55,12.27,,,,,,,,,,,,,,,,,,,,,,,,,109.400,0.11335,143,75.23,109.400,0.14538,-39,0.00,,,,,,,,
,,,,,,,,109.600,0.01602,55,12.25,,,,,,,,,,,,,,,,,,,,,,,,,109.600,0.11361,142,76.93,109.600,0.14538,-39,0.38,,,,,,,,
,,,,,,,,109.800,0.01607,54,12.36,,,,,,,,,,,,,,,,,,,,,,,,,109.800,0.11389,143,76.56,109.800,0.14537,-38,0.38,,,,,,,,
,,,,,,,,110.000,0.01610,55,12.75,,,,,,,,,,,,,,,,,,,,,,,,,110.000,0.11412,144,74.64,110.000,0.14539,-39,0.77,,,,,,,,
,,,,,,,,110.200,0.01615,54,12.57,,,,,,,,,,,,,,,,,,,,,,,,,110.200,0.11437,143,74.73,110.200,0.14538,-39,-0.38,,,,,,,,
,,,,,,,,110.400,0.01620,54,11.81,,,,,,,,,,,,,,,,,,,,,,,,,110.400,0.11462,143,76.01,110.400,0.14539,-39,-0.76,,,,,,,,
,,,,,,,,110.600,0.01623,55,11.66,,,,,,,,,,,,,,,,,,,,,,,,,110.600,0.11488,144,75.37,110.600,0.14537,-38,1.15,,,,,,,,
,,,,,,,,110.800,0.01626,56,13.12,,,,,,,,,,,,,,,,,,,,,,,,,110.800,0.11513,143,72.67,110.800,0.14539,-39,0.39,,,,,,,,
,,,,,,,,111.000,0.01632,56,14.98,,,,,,,,,,,,,,,,,,,,,,,,,111.000,0.11537,142,69.11,111.000,0.14540,-39,-1.53,,,,,,,,
,,,,,,,,111.200,0.01637,56,14.74,,,,,,,,,,,,,,,,,,,,,,,,,111.200,0.11559,141,67.79,111.200,0.14536,-38,-1.92,,,,,,,,
,,,,,,,,111.400,0.01642,56,14.09,,,,,,,,,,,,,,,,,,,,,,,,,111.400,0.11581,141,69.35,111.400,0.14537,-38,1.15,,,,,,,,
,,,,,,,,111.600,0.01645,57,14.93,,,,,,,,,,,,,,,,,,,,,,,,,111.600,0.11605,142,73.32,111.600,0.14539,-39,2.68,,,,,,,,
,,,,,,,,111.800,0.01651,57,16.09,,,,,,,,,,,,,,,,,,,,,,,,,111.800,0.11630,143,77.69,111.800,0.14540,-39,0.00,,,,,,,,
,,,,,,,,112.000,0.01657,57,15.10,,,,,,,,,,,,,,,,,,,,,,,,,112.000,0.11657,146,79.60,112.000,0.14538,-39,-1.53,,,,,,,,
,,,,,,,,112.200,0.01662,56,12.67,,,,,,,,,,,,,,,,,,,,,,,,,112.200,0.11684,144,77.99,112.200,0.14537,-38,-1.53,,,,,,,,
,,,,,,,,112.400,0.01665,56,11.65,,,,,,,,,,,,,,,,,,,,,,,,,112.400,0.11709,143,74.51,112.400,0.14538,-39,1.15,,,,,,,,
,,,,,,,,112.600,0.01669,56,12.39,,,,,,,,,,,,,,,,,,,,,,,,,112.600,0.11733,142,73.65,112.600,0.14537,-38,1.54,,,,,,,,
,,,,,,,,112.800,0.01673,56,12.83,,,,,,,,,,,,,,,,,,,,,,,,,112.800,0.11757,143,77.21,112.800,0.14541,-39,0.38,,,,,,,,
,,,,,,,,113.000,0.01678,56,11.84,,,,,,,,,,,,,,,,,,,,,,,,,113.000,0.11784,144,82.35,113.000,0.14537,-38,0.00,,,,,,,,
,,,,,,,,113.200,0.01682,56,11.15,,,,,,,,,,,,,,,,,,,,,,,,,113.200,0.11813,143,87.03,113.200,0.14538,-39,-0.39,,,,,,,,
,,,,,,,,113.400,0.01685,56,11.24,,,,,,,,,,,,,,,,,,,,,,,,,113.400,0.11842,145,88.35,113.400,0.14540,-39,0.38,,,,,,,,
,,,,,,,,113.600,0.01689,56,12.02,,,,,,,,,,,,,,,,,,,,,,,,,113.600,0.11873,145,87.96,113.600,0.14538,-39,-0.77,,,,,,,,
,,,,,,,,113.800,0.01693,56,12.96,,,,,,,,,,,,,,,,,,,,,,,,,113.800,0.11900,144,86.55,113.800,0.14538,-39,0.00,,,,,,,,
,,,,,,,,114.000,0.01697,57,13.75,,,,,,,,,,,,,,,,,,,,,,,,,114.000,0.11930,144,84.99,114.000,0.14538,-39,1.53,,,,,,,,
,,,,,,,,114.200,0.01703,57,14.35,,,,,,,,,,,,,,,,,,,,,,,,,114.200,0.11958,144,82.48,114.200,0.14540,-39,1.92,,,,,,,,
,,,,,,,,114.400,0.01707,58,15.83,,,,,,,,,,,,,,,,,,,,,,,,,114.400,0.11986,143,77.77,114.400,0.14540,-39,0.38,,,,,,,,
,,,,,,,,114.600,0.01712,58,17.54,,,,,,,,,,,,,,,,,,,,,,,,,114.600,0.12010,142,74.11,114.600,0.14540,-39,-1.53,,,,,,,,
,,,,,,,,114.800,0.01719,58,18.80,,,,,,,,,,,,,,,,,,,,,,,,,114.800,0.12033,140,74.23,114.800,0.14538,-39,-1.92,,,,,,,,
,,,,,,,,115.000,0.01725,59,18.10,,,,,,,,,,,,,,,,,,,,,,,,,115.000,0.12058,142,78.38,115.000,0.14538,-39,-0.77,,,,,,,,
,,,,,,,,115.200,0.01732,58,17.02,,,,,,,,,,,,,,,,,,,,,,,,,115.200,0.12086,144,82.63,115.200,0.14538,-39,0.77,,,,,,,,
,,,,,,,,115.400,0.01736,59,16.98,,,,,,,,,,,,,,,,,,,,,,,,,115.400,0.12114,145,84.78,115.400,0.14539,-39,1.15,,,,,,,,
,,,,,,,,115.600,0.01743,57,16.48,,,,,,,,,,,,,,,,,,,,,,,,,115.600,0.12143,144,83.98,115.600,0.14539,-39,0.77,,,,,,,,
,,,,,,,,115.800,0.01748,56,15.04,,,,,,,,,,,,,,,,,,,,,,,,,115.800,0.12171,143,83.51,115.800,0.14540,-39,-3.05,,,,,,,,
,,,,,,,,116.000,0.01753,56,13.97,,,,,,,,,,,,,,,,,,,,,,,,,116.000,0.12197,145,84.08,116.000,0.14539,-39,-3.05,,,,,,,,
,,,,,,,,116.200,0.01756,58,13.88,,,,,,,,,,,,,,,,,,,,,,,,,116.200,0.12227,144,85.28,116.200,0.14533,-37,0.38,,,,,,,,
,,,,,,,,116.400,0.01762,58,14.79,,,,,,,,,,,,,,,,,,,,,,,,,116.400,0.12255,146,86.65,116.400,0.14540,-39,3.82,,,,,,,,
,,,,,,,,116.600,0.01766,58,16.16,,,,,,,,,,,,,,,,,,,,,,,,,116.600,0.12284,145,88.05,116.600,0.14540,-39,2.67,,,,,,,,
,,,,,,,,116.800,0.01772,58,16.71,,,,,,,,,,,,,,,,,,,,,,,,,116.800,0.12314,144,90.51,116.800,0.14540,-39,-2.30,,,,,,,,
,,,,,,,,117.000,0.01779,58,16.97,,,,,,,,,,,,,,,,,,,,,,,,,117.000,0.12344,145,90.54,117.000,0.14538,-39,-1.92,,,,,,,,
,,,,,,,,117.200,0.01783,59,16.14,,,,,,,,,,,,,,,,,,,,,,,,,117.200,0.12375,144,87.58,117.200,0.14537,-38,0.38,,,,,,,,
,,,,,,,,117.400,0.01789,57,16.20,,,,,,,,,,,,,,,,,,,,,,,,,117.400,0.12403,143,83.79,117.400,0.14539,-39,1.53,,,,,,,,
,,,,,,,,117.600,0.01794,58,17.24,,,,,,,,,,,,,,,,,,,,,,,,,117.600,0.12430,143,81.49,117.600,0.14540,-39,1.53,,,,,,,,
,,,,,,,,117.800,0.01800,58,18.66,,,,,,,,,,,,,,,,,,,,,,,,,117.800,0.12457,143,80.65,117.800,0.14538,-39,0.38,,,,,,,,
,,,,,,,,118.000,0.01807,58,19.81,,,,,,,,,,,,,,,,,,,,,,,,,118.000,0.12484,143,80.83,118.000,0.14540,-39,-5.13E-4,,,,,,,,
,,,,,,,,118.200,0.01814,58,19.77,,,,,,,,,,,,,,,,,,,,,,,,,118.200,0.12510,142,82.17,118.200,0.14539,-39,0.00,,,,,,,,
,,,,,,,,118.400,0.01820,58,19.70,,,,,,,,,,,,,,,,,,,,,,,,,118.400,0.12539,143,84.21,118.400,0.14539,-39,-1.91,,,,,,,,
,,,,,,,,118.600,0.01826,59,19.77,,,,,,,,,,,,,,,,,,,,,,,,,118.600,0.12567,143,86.22,118.600,0.14540,-39,-1.15,,,,,,,,
,,,,,,,,118.800,0.01834,59,19.22,,,,,,,,,,,,,,,,,,,,,,,,,118.800,0.12596,148,86.46,118.800,0.14536,-38,-8.33E-12,,,,,,,,
,,,,,,,,119.000,0.01840,58,18.45,,,,,,,,,,,,,,,,,,,,,,,,,119.000,0.12626,145,85.94,119.000,0.14540,-39,-0.38,,,,,,,,
,,,,,,,,119.200,0.01845,58,17.21,,,,,,,,,,,,,,,,,,,,,,,,,119.200,0.12653,143,85.41,119.200,0.14539,-39,-1.15,,,,,,,,
,,,,,,,,119.400,0.01852,57,16.23,,,,,,,,,,,,,,,,,,,,,,,,,119.400,0.12682,145,85.41,119.400,0.14536,-38,-2.30,,,,,,,,
,,,,,,,,119.600,0.01856,57,16.07,,,,,,,,,,,,,,,,,,,,,,,,,119.600,0.12711,144,83.74,119.600,0.14537,-38,0.38,,,,,,,,
,,,,,,,,119.800,0.01861,57,16.39,,,,,,,,,,,,,,,,,,,,,,,,,119.800,0.12739,144,80.46,119.800,0.14537,-38,1.53,,,,,,,,
,,,,,,,,120.000,0.01868,56,17.52,,,,,,,,,,,,,,,,,,,,,,,,,120.000,0.12763,143,78.36,120.000,0.14539,-39,-0.38,,,,,,,,
,,,,,,,,120.200,0.01873,57,17.49,,,,,,,,,,,,,,,,,,,,,,,,,120.200,0.12790,143,78.80,120.200,0.14537,-38,-1.15,,,,,,,,
,,,,,,,,120.400,0.01879,58,17.78,,,,,,,,,,,,,,,,,,,,,,,,,120.400,0.12816,143,80.17,120.400,0.14536,-38,-0.38,,,,,,,,
,,,,,,,,120.600,0.01885,58,18.51,,,,,,,,,,,,,,,,,,,,,,,,,120.600,0.12844,143,80.71,120.600,0.14537,-38,0.76,,,,,,,,
,,,,,,,,120.800,0.01892,58,19.44,,,,,,,,,,,,,,,,,,,,,,,,,120.800,0.12870,145,82.56,120.800,0.14538,-39,0.76,,,,,,,,
,,,,,,,,121.000,0.01898,59,20.21,,,,,,,,,,,,,,,,,,,,,,,,,121.000,0.12897,144,84.83,121.000,0.14537,-38,0.38,,,,,,,,
,,,,,,,,121.200,0.01905,59,20.31,,,,,,,,,,,,,,,,,,,,,,,,,121.200,0.12928,144,88.08,121.200,0.14538,-39,-1.52,,,,,,,,
,,,,,,,,121.400,0.01911,58,20.62,,,,,,,,,,,,,,,,,,,,,,,,,121.400,0.12956,147,90.46,121.400,0.14538,-39,-1.14,,,,,,,,
,,,,,,,,121.600,0.01919,58,20.73,,,,,,,,,,,,,,,,,,,,,,,,,121.600,0.12988,143,91.23,121.600,0.14534,-37,-0.38,,,,,,,,
,,,,,,,,121.800,0.01926,58,20.98,,,,,,,,,,,,,,,,,,,,,,,,,121.800,0.13018,145,89.96,121.800,0.14539,-39,1.52,,,,,,,,
,,,,,,,,122.000,0.01932,59,21.62,,,,,,,,,,,,,,,,,,,,,,,,,122.000,0.13048,145,87.50,122.000,0.14537,-38,0.38,,,,,,,,
,,,,,,,,122.200,0.01940,59,24.05,,,,,,,,,,,,,,,,,,,,,,,,,122.200,0.13076,144,86.77,122.200,0.14538,-39,-0.38,,,,,,,,
,,,,,,,,122.400,0.01948,59,26.47,,,,,,,,,,,,,,,,,,,,,,,,,122.400,0.13105,143,86.51,122.400,0.14535,-38,2.30,,,,,,,,
,,,,,,,,122.600,0.01958,57,27.45,,,,,,,,,,,,,,,,,,,,,,,,,122.600,0.13134,143,84.99,122.600,0.14540,-39,2.68,,,,,,,,
,,,,,,,,122.800,0.01967,58,26.20,,,,,,,,,,,,,,,,,,,,,,,,,122.800,0.13162,143,82.63,122.800,0.14540,-39,1.14,,,,,,,,
,,,,,,,,123.000,0.01976,58,23.82,,,,,,,,,,,,,,,,,,,,,,,,,123.000,0.13188,143,80.82,123.000,0.14539,-39,-2.30,,,,,,,,
,,,,,,,,123.200,0.01983,56,22.99,,,,,,,,,,,,,,,,,,,,,,,,,123.200,0.13216,142,80.30,123.200,0.14538,-39,-3.82,,,,,,,,
,,,,,,,,123.400,0.01990,56,22.13,,,,,,,,,,,,,,,,,,,,,,,,,123.400,0.13242,144,80.27,123.400,0.14537,-38,-2.29,,,,,,,,
,,,,,,,,123.600,0.01999,56,21.44,,,,,,,,,,,,,,,,,,,,,,,,,123.600,0.13269,144,80.83,123.600,0.14534,-37,1.15,,,,,,,,
